name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"Purepet Sea Food Adult Cat Food, 6 kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71sXSnuTbwL._AC_UL320_.jpg,https://www.amazon.in/Purepet-Sea-Food-Adult-Cat/dp/B0BMGN18G1/ref=sr_1_102?qid=1679214631&s=pet-supplies&sr=1-102,4.2,"1,659",₹849,₹999
"ZOIVANE Potty Training Spray for Puppy - 200ml | Potty Training, Dog Potty Training Spray, Potty Training Spray, Indoor Us...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51g7468jfRL._AC_UL320_.jpg,https://www.amazon.in/ZOIVANE-Potty-Training-Spray-Puppy/dp/B0B24RX3VW/ref=sr_1_103?qid=1679214631&s=pet-supplies&sr=1-103,3.2,602,₹339,₹400
"Foodie Puppies Anti-Bacterial Grooming Wet Pet Wipes for Dogs, Puppies & Pets with Fresh Apple Scent 6""x 8"" - Pack of 100 ...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61nkFZtWo6L._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Wipes-Fresh-Apple/dp/B07T12S25N/ref=sr_1_104?qid=1679214631&s=pet-supplies&sr=1-104,4.3,"1,819",₹220,₹499
"The Pets Company Pet Massage Rubber Bath Glove for Dogs, Cats, Rabbit, & Hamster | Grooming Shampoo Washing Soothing Rubbe...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61rpRN0K6nL._AC_UL320_.jpg,https://www.amazon.in/Pets-Company-Rubber-Deshedding-Bath/dp/B07CNSR3VG/ref=sr_1_105?qid=1679214631&s=pet-supplies&sr=1-105,4.0,"2,127",,₹110
The Pets Company Durable Cat Litter Scooper,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51N3wIpU-jL._AC_UL320_.jpg,https://www.amazon.in/Pets-Company-Cat-Litter-Scooper/dp/B07ZYTRV8R/ref=sr_1_106?qid=1679214631&s=pet-supplies&sr=1-106,4.3,"1,716",,₹110
"Boltz Anti Tick & Flea Dog Shampoo with Neem,Lemongrass & Tulsi-200 ml with Bath Brush Free (Brush Colour May Vary) Pack Of 1",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61AdBexMyPL._AC_UL320_.jpg,https://www.amazon.in/Boltz-Shampoo-Lemongrass-Tulsi-200-Brush/dp/B08MQ42DZN/ref=sr_1_107?qid=1679214631&s=pet-supplies&sr=1-107,4.0,"2,044",₹299,₹399
"Dogz & Dudez Natural Neem Shield Tick & Flea Repellent Spray for dogs 200ml | For Labrador, German Shepherd, Puppies, Adul...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61Gplye9oVL._AC_UL320_.jpg,https://www.amazon.in/Dogz-Dudez-Repellent-Proprietary-Lemongrass/dp/B07YG9FHHK/ref=sr_1_108?qid=1679214631&s=pet-supplies&sr=1-108,3.9,"3,202",₹345,₹399
"Drools Absolute Skin + Coat Tablet- Dog Supplement, 50 Pieces",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61VjY1n8NUL._AC_UL320_.jpg,https://www.amazon.in/Drools-Absolute-Skin-Tablet-Supplement/dp/B01IEXX58S/ref=sr_1_109?qid=1679214631&s=pet-supplies&sr=1-109,4.2,"2,922",₹225,₹265
"Let's Bite Active Kitten Dry Cat Food, Fish Flavor, 400gm (Buy 1 Get 1 Free)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71zkKza2VqL._AC_UL320_.jpg,https://www.amazon.in/Lets-Bite-Active-Kitten-Months/dp/B07W5N6N6N/ref=sr_1_110?qid=1679214631&s=pet-supplies&sr=1-110,4.1,"3,648",₹185,₹199
"Drools Absolute Skin + Coat Tablet- Dog Supplement, 110 Pcs/400gm",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61KwmQe8dLL._AC_UL320_.jpg,https://www.amazon.in/Drools-Absolute-Skin-Tablet-Supplement/dp/B01IEXX5HE/ref=sr_1_111?qid=1679214631&s=pet-supplies&sr=1-111,4.3,"2,241",₹446,₹525
"Dog Shampoo & Puppy Shampoo - Naturally Organic Dog Shampoo for Smelly Dogs Grooming Products for Dogs, Deshedding Shampoo...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/615jTsuszSL._AC_UL320_.jpg,https://www.amazon.in/Dog-Shampoo-Puppy-Naturally-Deshedding/dp/B09CV7MXFL/ref=sr_1_112?qid=1679214631&s=pet-supplies&sr=1-112,3.9,"1,020",₹189,₹598
QIQI® Dog Bath Brush Body Scrubber Shampoo Dispenser Tick Remover for Shower Bathing and Shedding Soft Silicone Bristles B...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/41pnFuyp-JL._AC_UL320_.jpg,https://www.amazon.in/Scrubber-Dispenser-Shedding-Silicone-Multicolor/dp/B09Z68ZF8F/ref=sr_1_113?qid=1679214631&s=pet-supplies&sr=1-113,4.1,226,₹199,₹599
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71yGxf4dChL._AC_UL320_.jpg,https://www.amazon.in/Meat-Up-Adult-Year-Ocean/dp/B08519MQ71/ref=sr_1_114?qid=1679214631&s=pet-supplies&sr=1-114,4.2,"1,708",,₹499
"Whiskas Tasty Mix Adult (1+ year) Wet Cat Food Made With Real Fish, Chicken With Tuna And Carrot in Gravy, 70g",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51BwRDaSE4L._AC_UL320_.jpg,https://www.amazon.in/Whiskas-Adult-Tasty-Chicken-Carrot/dp/B0928PQC2D/ref=sr_1_115?qid=1679214631&rdc=1&s=pet-supplies&sr=1-115,4.4,"1,070",₹840,"₹1,200"
"Foodie Puppies Anti-Bacterial Pet Wet Wipes for Dogs, Puppies, & Pets with Fresh Apple Scent 6""x 8"" - Pack of 100 Wipes |(...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/716WunDd3pL._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Wipes-Fresh-Apple/dp/B088PWQ9XB/ref=sr_1_116?qid=1679214631&s=pet-supplies&sr=1-116,4.3,465,₹399,₹998
Foodie Puppies Siphon Pump for Aquarium/Fish Tank Cleaning Tool Without Valve Algae Scrapers & Fish Tank Gravel Cleaner -...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51y-A6+Ag9L._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Aquarium-Cleaner-Changer/dp/B07B1ZFFMQ/ref=sr_1_117?qid=1679214631&s=pet-supplies&sr=1-117,4.0,"3,321",₹180,₹399
"MS Pet House Rawhide Dog Chew Bone For Young Dogs, Beef Flavor (3 Inches Pack of 36 Bones)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61wFUpTwCGL._AC_UL320_.jpg,https://www.amazon.in/Petcare-Rawhide-Chew-Inches-Bones/dp/B08BZXHHDD/ref=sr_1_118?qid=1679214631&s=pet-supplies&sr=1-118,4.3,"1,447",₹464,"₹1,099"
"Royal Canin Persian Chicken Pellet, house-cats, Adult 40, 2 kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61aAresDrTL._AC_UL320_.jpg,https://www.amazon.in/Royal-Canin-Persian-Adult-30/dp/B000T5N94A/ref=sr_1_119?qid=1679214631&s=pet-supplies&sr=1-119,4.5,"9,296","₹2,070","₹2,300"
"Pedigree PRO Adult Dry Dog Food for Large Breed Active Dog, 3kg Pack",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81uLWqi+o+L._AC_UL320_.jpg,https://www.amazon.in/Pedigree-Expert-Nutrition-Active-Onwards/dp/B077NDXD8P/ref=sr_1_120?qid=1679214631&rdc=1&s=pet-supplies&sr=1-120,4.4,"2,318","₹1,044","₹1,160"
"LIVEONCE Pure Nest Bird House Purely Handmade, Type -Coir, Color -Brown, Size,Set of 2 (Medium)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71btqoK84mL._AC_UL320_.jpg,https://www.amazon.in/LIVEONCE-Purely-Handmade-Hanging-Rings-Natural/dp/B084SW64W7/ref=sr_1_553?qid=1679214638&s=pet-supplies&sr=1-553,4.0,"2,324",₹285,₹599
"VETMOC Self Cleaning Slicker Brush, Pet Grooming Shedding Brush for Dogs and Cats - Easy to Remove Loose Undercoat, Pet Ma...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71u1EMn8RUL._AC_UL320_.jpg,https://www.amazon.in/VETMOC-Cleaning-Slicker-Grooming-Shedding/dp/B0BHHZ492S/ref=sr_1_554?qid=1679214638&s=pet-supplies&sr=1-554,4.3,13,₹299,₹599
"Hallofeed Special Blood Worms Dry Food For Fish of All Life Stages, 55gms",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61URlW6ysWL._AC_UL320_.jpg,https://www.amazon.in/Hellopets-Special-Blood-Worms-Gms/dp/B07S5T7JCJ/ref=sr_1_555?qid=1679214638&s=pet-supplies&sr=1-555,4.4,771,₹469,₹900
"PUPPEE Pet Training Pads For Dogs, Cats, Puppies & Pets, Super Absorbent Urine Mats | Poop & Pee Trainer | Potty Pads, Pet...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71P7M3rxVcL._AC_UL320_.jpg,https://www.amazon.in/PupPee-Training-Absorbent-Slippery-60X45cm/dp/B0859C3KBH/ref=sr_1_556?qid=1679214638&s=pet-supplies&sr=1-556,4.1,878,₹601.40,₹700
"Gnawlers Calcium Chicken Stick for Dogs of All Life Stages, 270 G",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/717QFPZ3nfL._AC_UL320_.jpg,https://www.amazon.in/Goofy-Tails-Gnawlers-Calcium-Chicken/dp/B076Y4KS89/ref=sr_1_557?qid=1679214638&s=pet-supplies&sr=1-557,4.2,366,₹299,₹310
"Royal Canin Intense Beauty Gravy Adult Cat Seafood, 85g (12 Pack)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71Vsq8hq60L._AC_UL320_.jpg,https://www.amazon.in/Royal-Canin-Intense-Beauty-Food/dp/B003Y3ZL0O/ref=sr_1_558_mod_primary_new?qid=1679214638&s=pet-supplies&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-558,4.3,585,"₹1,160","₹1,380"
"24x7 eMall 4 Way Automatic Fish Feeder, Food Dispenser, 200ML Large Capacity Timer Plastic Feeder For Aquarium Fish Tank A...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51BnYxzbfBL._AC_UL320_.jpg,https://www.amazon.in/24x7-eMall-Automatic-Dispenser-Settings/dp/B09Y8T4QWR/ref=sr_1_559?qid=1679214638&s=pet-supplies&sr=1-559,4.2,60,"₹1,199","₹3,999"
Foodie Puppies Professional Lockable Nail Cutter with Filer (Nail Cutter - Small) Grooming Tool Set Suitable for All Small...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/31opD4BKchL._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Professional-Lockable-Grooming/dp/B09MFCVW6L/ref=sr_1_560?qid=1679214638&s=pet-supplies&sr=1-560,3.7,41,₹185,₹399
"Royal Canin Pug Adult Dry Dog Food, Meat Flavor, 3 Kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51ZkHOvkuuL._AC_UL320_.jpg,https://www.amazon.in/Royal-Canin-Pug-Adult-Dog-Food/dp/B0082A17QQ/ref=sr_1_561?qid=1679214638&s=pet-supplies&sr=1-561,4.4,321,"₹2,745","₹3,230"
PetCrux® Exclusive Cat Litter Tray Multicolor Litter Tray,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/517hTRBEKCL._AC_UL320_.jpg,https://www.amazon.in/PetCrux%C2%AE-Exclusive-Cat-Litter-Tray/dp/B07YDW92CB/ref=sr_1_562?qid=1679214638&s=pet-supplies&sr=1-562,4.4,956,₹299,"₹2,999"
"Purepet Chicken and Milk Adult Dry Dog Food, 1.1 kg (Buy 1 Get 1 Free)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71tqjlY1dyL._AC_UL320_.jpg,https://www.amazon.in/Purepet-Chicken-Milk-Adult-Food/dp/B07DVLD89Q/ref=sr_1_563?qid=1679214638&s=pet-supplies&sr=1-563,4.0,"1,678",,₹359
Futurekart Cat Harness Leash Nylon Set for Cat Rabbit Kitten and Small Pet Nylon Harness Strap Collar /Cat Training Leash ...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61DmDUL8vsL._AC_UL320_.jpg,https://www.amazon.in/Futurekart-Harness-Leash-Nylon-Small/dp/B07VRMKHCX/ref=sr_1_564?qid=1679214638&s=pet-supplies&sr=1-564,3.7,"1,322",₹179,₹699
Qpets® 3 Way Automatic Fish Feeder for Aquarium Timer Turtle Food Fish Tank Accessories Aquarium Auto Feeder Fish for Mari...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61mtWoJecTL._AC_UL320_.jpg,https://www.amazon.in/Charger-Automatic-Accessories-Aquarium-Aquariums/dp/B09G64WR3X/ref=sr_1_565?qid=1679214638&s=pet-supplies&sr=1-565,4.0,324,"₹1,246","₹1,988"
"Royal Canin Maxi Puppy 10 kg Dry Dog Food, Chicken",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61va5Pe8DNL._AC_UL320_.jpg,https://www.amazon.in/Royal-Canin-Taily-Affairs-Puppy/dp/B07TRNNGS4/ref=sr_1_566_mod_primary_new?qid=1679214638&s=pet-supplies&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-566,4.3,132,"₹6,785","₹8,000"
"Canine Creek Adult Dry Dog Food, Chicken Flavor, Ultra Premium - 1.2 Kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/719Qkn7izoL._AC_UL320_.jpg,https://www.amazon.in/Canine-Creek-Adult-Food-Ultra/dp/B07JDY75XG/ref=sr_1_567?qid=1679214638&s=pet-supplies&sr=1-567,4.2,305,₹519,₹590
HUDACRUSH Dog Bath Brush Body Scrubber Shampoo Dispenser Tick Remover for Shower Bathing and Shedding Soft Silicone Bristl...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/41uYn+xo-rL._AC_UL320_.jpg,https://www.amazon.in/HUDACRUSH-Scrubber-Dispenser-Shedding-Multicolor/dp/B0BSL8S5F5/ref=sr_1_568?qid=1679214638&s=pet-supplies&sr=1-568,5.0,3,₹129,₹499
FARMINA N&D Prime - Chicken & Pomegranate- Grain Free - Cat Dry Food - Kitten- 1.5kg,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71xuRPMBHXL._AC_UL320_.jpg,https://www.amazon.in/Farmina-Grain-Chicken-Pomegranate-Kitten/dp/B01BTTPG4U/ref=sr_1_569?qid=1679214638&s=pet-supplies&sr=1-569,4.4,628,"₹1,610","₹2,250"
Jainsons Pet Products Natural Earthenware Jute Bird Nest House Hut Cage Feeder for Bird House for Small Birds,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71oCEhEeiBL._AC_UL320_.jpg,https://www.amazon.in/Jainsons-Natural-Earthenware-House-Feeder/dp/B075WNTXFQ/ref=sr_1_570?qid=1679214638&s=pet-supplies&sr=1-570,4.3,277,₹299,₹399
PSK PET MART White Twisted Chew Sticks for Dogs Pack of 1kg,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61C53Tbi-zL._AC_UL320_.jpg,https://www.amazon.in/PSK-PET-MART-White-Twisted/dp/B085CD2X8F/ref=sr_1_571?qid=1679214638&s=pet-supplies&sr=1-571,4.3,199,₹469,₹999
Buraq Basic Full Body Cat Harness with Leash Set for Walking | Escape Proof | Adjustable & Durable for Cats (Black),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61gotnLptrL._AC_UL320_.jpg,https://www.amazon.in/BURAQ-Harness-Adjustable-Durable-Yellow/dp/B0923482PL/ref=sr_1_572?qid=1679214638&s=pet-supplies&sr=1-572,3.6,347,₹189,₹699
